n,Find (O1),Find (O2),Find (O3),Find (Os),Find (Oz),Heap Cache (O1),Heap Cache (O2),Heap Cache (O3),Heap Cache (Os),Heap Cache (Oz),Tournament Tree (O1),Tournament Tree (O2),Tournament Tree (O3),Tournament Tree (Os),Tournament Tree (Oz)
889,64223,63723,62348,66932,67970,32875,33412,34659,33876,33844,34280,36186,38014,35962,35599
890,62054,59889,58917,64353,64545,32856,33444,34426,33921,33917,34288,36201,38085,36033,35759
891,61955,59982,59002,64443,64593,32912,33549,34782,34003,33930,34312,36336,38129,36061,35593
892,63927,63289,62436,67122,67938,32999,33585,34428,34051,33996,34269,36320,38146,36106,35704
893,64073,63360,62509,67159,68014,32969,33621,34843,34070,34024,34456,36327,38233,36087,35672
894,62315,60278,59195,64833,64968,33107,33658,34701,34200,34213,34542,36478,38348,36097,35719
895,62440,60451,59327,64886,65041,33223,33740,34983,34156,34224,34519,36529,38394,36179,35813
896,64816,64275,62960,67643,68712,33288,33835,34762,34277,34296,34585,36576,38365,36289,35935
897,65387,64822,63441,68101,69166,33254,33814,35155,34259,34291,34602,36721,38487,36266,35909
898,63063,60939,59801,65497,65704,33267,33911,34867,34350,34318,34663,36635,38541,36341,36101
899,63378,60924,59952,65718,65645,33291,33867,35177,34459,34319,34742,36747,38529,36458,36096
900,65056,64411,63511,68361,68995,33371,33955,34887,34467,34447,34792,36752,38615,36436,36007
901,65191,64499,63601,68308,69120,33468,33978,35288,34490,34505,34797,36877,38712,36630,36145
902,63283,61174,60131,65833,65922,33468,34038,35065,34548,34458,34943,37002,38745,36635,36319
903,63266,61622,60307,66007,66047,33462,34171,35406,34644,34526,34830,36937,38924,36815,36407
904,65812,65270,63969,68895,69762,33676,34112,34949,34612,34661,35004,36940,38858,36646,36258
905,66441,65931,64469,69245,70321,33624,34222,35504,34697,34642,34967,37002,38819,36820,36412
906,63898,61781,60835,66384,66693,33941,34180,35226,34654,34626,35118,37015,38835,36748,36298
907,63977,61844,60867,66586,66802,33617,34228,35549,34653,34651,35074,37233,38887,36981,36417
908,66039,65323,64445,69222,70193,33711,34246,35280,34769,34734,35122,37152,39081,36937,36677
909,66104,65370,64528,69443,70402,33702,34291,35633,34772,34749,35085,37234,39055,37019,36480
910,64349,62371,61158,67016,67149,33889,34366,35524,34902,34815,35204,37228,39239,37080,36443
911,64281,62259,61259,66938,67209,33914,34426,35772,34936,34933,35219,37277,39208,37112,36639
912,66958,66392,64896,69700,70968,34041,34543,35474,34980,34929,35243,37364,39188,37057,36716
913,67409,66769,65546,70311,71311,33998,34515,35937,34994,35018,35303,37418,39267,37064,36793
914,64926,62827,61744,67732,67600,34108,34545,35649,35114,35036,35439,37340,39384,37211,36905
915,65159,62915,61874,67709,67691,34038,34543,36032,35154,35103,35507,37518,39486,37242,36752
916,67191,66412,65532,70434,71187,34208,34693,35553,35160,35114,35505,37641,39266,37279,36808
917,67277,66568,65603,70537,71289,34309,34689,36051,35181,35158,35598,37532,39474,37448,36924
918,65259,63164,62059,68015,67923,34187,34762,35872,35234,35172,35612,37572,39475,37294,37011
919,65332,63230,62109,68084,67987,34353,34741,36157,35210,35290,35656,37592,39502,37417,36935
920,67986,67287,65952,70849,71807,34509,34774,35876,35195,35316,35694,37669,39620,37520,37051
921,68473,67916,66473,71384,72367,34352,34858,36260,35282,35363,35766,37751,39713,37609,37159
922,66065,63873,62786,68621,68774,34391,34863,35948,35369,35432,35732,37740,39776,37521,37181
923,66246,63912,62779,68693,68833,34484,34959,36371,35390,35539,35862,37743,39663,37654,37362
924,68208,67481,66540,71509,72420,34563,35024,36135,35458,35483,35748,37851,39864,37759,37244
925,68317,67492,66663,71511,72417,34524,35002,36517,35564,35558,35854,37960,39900,37520,37332
926,66303,64131,63011,68996,69013,34614,35086,36273,35568,35652,35979,37972,39901,37695,37297
927,66350,64211,63153,69114,69151,34720,35070,36601,35618,35616,35905,38089,39876,37768,37426
928,69053,68287,66871,71916,73051,34826,35135,36315,35710,35707,36086,38145,39927,37855,37391
929,69551,68888,67444,72572,73669,34955,35219,36702,35682,35698,36129,38063,40330,38100,37487
930,67114,64810,63728,69932,69908,34817,35284,36407,35754,35847,36145,38147,40137,37933,37545
931,67141,64929,63763,69685,69952,35082,35292,36746,35841,35803,36209,38190,40162,38133,37458
932,69215,68446,67479,72718,73520,34958,35333,36391,35848,35867,36169,38269,40183,38006,37720
933,69296,68467,67626,72829,73632,34938,35341,36879,35818,35908,36321,38319,40275,38287,37608
934,67330,65077,64001,69995,70181,35059,35361,36663,35885,35949,36384,38259,40216,38553,37707
935,67506,65179,64050,70198,70119,35002,35496,37017,36031,35956,36437,38487,40400,38282,37811
936,70081,69330,67935,73032,74255,35341,35398,36667,36049,36094,36298,38389,40359,38211,37837
937,70592,69954,68466,73566,74642,35188,35561,37056,36109,36080,36435,38429,40438,38128,37882
938,68224,65778,64631,70857,71074,35159,35577,36779,36039,36189,36414,38599,40502,38528,37927
939,68189,65875,64820,70926,70973,35238,35623,37123,36145,36204,36621,38559,40570,38250,37979
940,70296,69478,68596,73676,74537,35305,35652,36873,36209,36204,36607,38740,40543,38526,38032
941,70421,69596,68624,73767,74621,35278,35709,37227,36285,36266,36652,38649,40685,38511,38017
942,68412,66012,65022,71127,71217,35385,35758,37092,36349,36286,36626,38699,40637,38697,38293
943,68432,66070,65021,71240,71298,35597,35962,37167,36342,36370,36866,38890,40687,38668,38121
944,71110,70447,69014,74141,75165,35535,35838,36978,36333,36466,36829,38859,40834,38638,38286
945,71594,70863,69461,74653,75788,35474,35868,37382,36470,36452,36864,38870,40872,38676,38200
946,69117,66759,65643,71877,71966,35580,35931,37121,36513,36531,36883,38880,40839,38730,38360
947,69001,66861,65688,71991,72028,35660,35905,37494,36519,36543,36953,38944,40914,38788,38442
948,71327,70679,69490,74743,75599,35929,36019,37139,36639,36621,36975,39129,41094,38914,38420
949,71459,70688,69727,74891,75889,35869,36108,37576,36670,36702,37035,39168,41093,38917,38620
950,69378,67082,66030,72223,72315,35773,36023,37347,36630,36669,36988,39179,41085,38944,38384
951,69499,67129,65977,72208,72201,35912,36175,37624,36703,36798,37067,39254,41103,39156,38537
952,72189,71450,69963,75308,76359,36088,36168,37381,36743,36773,37146,39331,41212,39027,38698
953,72826,72051,70515,75923,77023,35859,36211,37835,36890,36825,37278,39298,41381,39109,38702
954,70064,67711,66634,72899,73077,35935,36208,37539,36879,36855,37341,39385,41356,39136,38726
955,70172,67833,66768,72997,73176,36079,36332,37838,36954,36993,37365,39359,41417,39282,38704
956,72495,71607,70707,75794,76854,36325,36335,37411,36985,36963,37350,39493,41442,39196,38912
957,72581,71637,70749,76050,76902,36271,36453,37748,36998,37040,37455,39442,41554,39198,38883
958,70314,68081,66813,73239,73441,36218,36458,37716,37046,37039,37660,39635,41537,39508,38842
959,70439,68129,67053,73226,73550,36328,36559,38016,37103,37157,37412,39538,41629,39475,39159
960,73255,72609,71153,76488,77527,36386,36517,37770,37138,37145,37566,39604,41668,39369,39131
961,73795,73139,71674,76912,78056,36469,36566,38076,37197,37258,37482,39790,41698,39479,39007
962,71071,68675,67699,74018,74163,36416,36688,37876,37220,37259,37720,39755,41900,39627,39297
963,71281,68869,67757,74122,74270,36552,36711,38143,37273,37289,37859,39740,41936,39970,39202
964,73577,72722,71649,77000,78047,36689,36746,37838,37311,37359,37851,39775,41826,39638,39194
965,73598,72815,71801,77090,78091,36552,36813,38277,37417,37404,37878,39903,41843,39832,39269
966,71516,69073,67964,74371,74618,36506,36788,38067,37454,37511,37888,39911,41928,39804,39309
967,71548,69125,68034,74391,74627,36640,36906,38431,37478,37500,37867,39961,41883,39985,39303
968,74413,73569,72160,77571,78750,36869,36861,38136,37520,37571,37886,40076,42120,39965,39433
969,74955,74302,72822,78086,79068,36712,37035,38519,37534,37631,37961,40044,42093,39922,39540
970,72256,69774,68624,75264,75211,36843,37053,38211,37614,37712,38002,40179,42108,39926,39526
971,72240,69834,68787,75318,75290,36772,37085,38485,37729,37656,38143,40403,42323,40212,39605
972,74660,73775,72886,78283,79106,36898,37116,38416,37723,37765,38211,40203,42254,40057,39662
973,74699,73915,72943,78343,79084,36876,37110,38674,37771,37818,38265,40267,42485,40157,39727
974,72541,70046,68878,75518,75664,36933,37205,38503,37755,37805,38205,40291,42332,40111,39794
975,72660,70225,69076,75660,75680,37092,37255,38685,37870,37775,38321,40313,42320,40146,39755
976,75550,74873,73434,78841,79731,37147,37276,38534,37924,37931,38504,40445,42404,40243,39998
977,76075,75352,73943,79341,80572,37128,37291,38863,37886,37902,38340,40546,42464,40410,39854
978,73426,70856,69594,76382,76396,37188,37295,38470,37990,37990,38513,40486,42622,40389,39940
979,73461,70899,69724,76527,76542,37215,37406,38880,38059,38023,38510,40455,42607,40302,40073
980,75861,75055,74228,79470,80412,37240,37441,38553,38069,38121,38506,40864,42688,40631,40069
981,75846,75096,74297,79660,80572,37365,37486,38923,38210,38173,38502,40607,42801,40633,40135
982,73512,71073,69915,76586,76772,37299,37508,38730,38080,38234,38590,40623,42843,40753,40245
983,73723,71203,70041,76738,76817,37350,37553,39018,38246,38261,38620,40701,42935,40782,40154
984,76693,75969,74713,80021,81101,37564,37578,38881,38215,38280,38671,40852,42843,40825,40269
985,77354,76650,75281,80612,81608,37570,37628,39097,38332,38283,38850,40859,42915,40745,40199
986,74411,71807,70741,77452,77583,37730,37597,38880,38389,38356,38706,40882,43008,40753,40401
987,74546,71924,70764,77460,77644,37684,37757,39251,38420,38468,38790,40899,43212,40802,40363
988,77334,76642,75632,81043,81658,37715,37801,38866,38460,38513,38937,41090,43237,40869,40591
989,77440,76830,75650,81046,81661,37940,37760,39234,38548,38440,38981,41042,43351,41087,40409
990,74794,72139,70969,77756,77728,38041,37785,39174,38569,38511,38972,41045,43157,41131,40492
991,74610,72241,71047,77961,77978,37805,37969,39344,38673,38643,38915,41070,43184,41284,40684
992,77667,77105,75768,81243,82185,37914,37946,39188,38598,38615,38997,41157,43349,41255,40623
993,78238,77821,76276,81608,82785,37893,38041,39495,38721,38674,39094,41113,43431,41247,40785
994,75368,72934,71721,78593,78679,37951,38065,39230,38768,38747,39193,41246,43457,41277,40837
995,75432,72941,71781,78623,78709,37947,38118,39556,38796,38786,39296,41363,43521,41435,40923
996,78063,77450,76358,81932,82720,38182,38113,39341,38836,38835,39277,41386,43578,41291,40763
997,78053,77549,76503,82050,82920,38166,38243,39656,38928,38874,39537,41431,43531,41410,41051
998,75706,73287,72011,78966,78936,38281,38300,39526,38929,38984,39486,41457,43698,41806,40840
999,75924,73319,72069,78896,79014,38205,38283,39682,39030,39073,39540,41430,43715,41549,40918
1000,78829,78365,76777,82369,83396,38333,38389,39504,39048,39121,39395,41596,43824,41561,41036
