n,Heap (Cache),Tournament Tree (Cache)
4099,300,332
4100,307,330
4101,304,325
4102,305,332
4103,309,326
4104,300,325
4105,302,327
4106,300,323
4107,301,330
4108,300,330
4109,301,330
4110,304,328
4111,299,325
4112,306,325
4113,301,327
4114,302,326
4115,302,328
4116,302,333
4117,306,329
4118,302,325
4119,305,334
4120,307,329
4121,303,325
4122,303,329
4123,303,326
4124,304,328
4125,302,326
4126,306,328
4127,302,330
4128,306,331
4129,314,333
4130,304,328
4131,311,327
4132,304,332
4133,307,332
4134,304,328
4135,304,326
4136,304,328
4137,306,332
4138,314,339
4139,310,329
4140,305,329
4141,305,328
4142,305,331
4143,309,332
4144,304,330
4145,304,332
4146,305,330
4147,308,328
4148,308,332
4149,306,330
4150,307,331
4151,305,330
4152,305,350
4153,314,335
4154,312,330
4155,309,336
4156,307,332
4157,306,334
4158,307,330
4159,310,331
4160,307,330
4161,306,329
4162,308,331
4163,308,336
4164,306,330
4165,309,331
4166,308,336
4167,309,339
4168,310,334
4169,310,332
4170,309,331
4171,307,330
4172,309,336
4173,311,336
4174,309,334
4175,309,332
4176,309,338
4177,314,349
4178,311,343
4179,312,346
4180,313,337
4181,309,337
4182,308,337
4183,314,334
4184,315,353
4185,310,335
4186,312,337
4187,312,338
4188,312,335
4189,310,334
4190,313,336
4191,311,338
4192,311,336
4193,311,339
4194,309,336
4195,310,337
4196,310,337
4197,314,334
4198,312,339
4199,311,335
4200,313,339
4201,313,336
4202,317,339
4203,313,338
4204,317,340
4205,317,340
4206,312,337
4207,313,335
4208,313,342
4209,312,337
4210,314,340
4211,329,346
4212,314,341
4213,320,340
4214,321,337
4215,312,337
4216,317,340
4217,311,337
4218,313,337
4219,314,336
4220,313,337
4221,315,338
4222,312,337
4223,313,339
4224,317,338
4225,315,339
4226,314,344
4227,318,340
4228,314,339
4229,315,340
4230,314,340
4231,315,341
4232,315,339
4233,316,355
4234,329,347
4235,317,339
4236,315,340
4237,318,343
4238,318,344
4239,331,351
4240,314,339
4241,317,343
4242,316,340
4243,316,339
4244,317,340
4245,317,341
4246,317,342
4247,317,342
4248,316,338
4249,317,340
4250,317,339
4251,316,342
4252,318,343
4253,317,341
4254,317,340
4255,319,339
4256,317,342
4257,320,344
4258,318,342
4259,316,338
4260,316,341
4261,317,342
4262,316,340
4263,321,343
4264,322,344
4265,319,342
4266,318,342
4267,320,343
4268,324,341
4269,319,344
4270,319,344
4271,318,344
4272,318,344
4273,319,343
4274,319,344
4275,317,343
4276,319,342
4277,321,345
4278,324,344
4279,321,350
4280,324,342
4281,319,342
4282,322,345
4283,320,345
4284,320,346
4285,322,349
4286,321,346
4287,320,346
4288,325,348
4289,331,355
4290,321,347
4291,321,344
4292,321,346
4293,319,343
4294,323,344
4295,321,348
4296,322,346
4297,324,344
4298,321,343
4299,322,345
4300,323,348
4301,321,343
4302,321,346
4303,326,349
4304,323,347
4305,324,349
4306,323,346
4307,322,348
4308,324,346
4309,326,350
4310,326,349
4311,323,345
4312,323,348
4313,323,348
4314,328,355
4315,326,348
4316,322,345
4317,324,347
4318,326,349
4319,326,347
4320,324,347
4321,325,347
4322,325,349
4323,325,347
4324,324,347
4325,325,352
4326,326,350
4327,327,347
4328,329,348
4329,332,352
4330,328,350
4331,326,348
4332,325,349
4333,326,349
4334,329,350
4335,327,351
4336,329,351
4337,326,346
4338,330,351
4339,327,351
4340,327,349
4341,327,356
4342,328,351
4343,330,352
4344,331,350
4345,330,358
4346,329,353
4347,328,350
4348,328,355
4349,331,351
4350,328,349
4351,329,349
4352,330,352
4353,329,352
4354,330,350
4355,329,354
4356,330,351
4357,330,349
4358,327,352
4359,328,351
4360,329,355
4361,331,352
4362,330,353
4363,333,352
4364,328,356
4365,331,355
4366,332,356
4367,330,353
4368,332,354
4369,330,354
4370,328,353
4371,331,356
4372,334,354
4373,332,355
4374,331,353
4375,331,355
4376,335,356
4377,337,354
4378,333,355
4379,335,361
4380,334,356
4381,331,356
4382,337,358
4383,333,356
4384,336,358
4385,335,359
4386,332,358
4387,334,355
4388,333,355
4389,331,357
4390,337,356
4391,334,356
4392,332,356
4393,333,361
4394,335,360
4395,337,362
4396,335,356
4397,334,360
4398,333,367
4399,342,364
4400,337,362
4401,338,361
4402,342,367
4403,339,369
4404,348,359
4405,337,357
4406,334,361
4407,342,361
4408,335,358
4409,338,357
4410,336,357
4411,334,357
4412,340,360
4413,334,358
4414,346,361
4415,335,361
4416,341,359
4417,335,356
4418,336,358
4419,336,358
4420,335,362
4421,339,362
4422,344,363
4423,338,358
4424,339,361
4425,338,357
4426,341,361
4427,336,362
4428,340,359
4429,344,364
4430,340,363
4431,342,366
4432,342,365
4433,343,366
4434,343,378
4435,337,359
4436,343,362
4437,340,361
4438,338,360
4439,345,367
4440,338,361
4441,338,360
4442,338,363
4443,340,363
4444,338,366
4445,344,360
4446,342,366
4447,344,365
4448,343,361
4449,342,363
4450,340,367
4451,341,365
4452,344,363
4453,344,366
4454,340,362
4455,343,365
4456,341,367
4457,348,368
4458,344,368
4459,347,371
4460,346,370
4461,347,369
4462,351,371
4463,342,369
4464,347,366
4465,340,363
4466,340,363
4467,340,360
4468,339,365
4469,340,362
4470,340,369
4471,342,361
4472,343,367
4473,343,364
4474,344,365
4475,345,364
4476,343,365
4477,342,366
4478,342,366
4479,343,364
4480,343,364
4481,345,364
4482,342,364
4483,345,366
4484,344,367
4485,345,364
4486,345,377
4487,365,379
4488,363,384
4489,352,367
4490,347,366
4491,345,369
4492,345,369
4493,348,368
4494,345,367
4495,345,371
4496,346,369
4497,344,365
4498,345,370
4499,346,368
4500,347,368
4501,347,371
4502,349,372
4503,345,370
4504,350,367
4505,348,366
4506,348,373
4507,348,369
4508,347,371
4509,351,371
4510,349,373
4511,350,372
4512,354,376
4513,349,368
4514,347,370
4515,346,369
4516,348,371
4517,351,371
4518,354,371
4519,347,368
4520,349,374
4521,348,370
4522,347,374
4523,351,373
4524,350,373
4525,360,378
4526,351,374
4527,360,377
4528,363,410
4529,359,378
4530,362,381
4531,360,370
4532,363,377
4533,350,374
4534,350,376
4535,353,380
4536,358,372
4537,351,371
4538,353,373
4539,350,375
4540,353,373
4541,351,371
4542,349,376
4543,351,373
4544,352,374
4545,348,375
4546,355,373
4547,364,381
4548,361,382
4549,356,382
4550,359,376
4551,356,377
4552,359,384
4553,353,377
4554,359,380
4555,355,378
4556,368,378
4557,356,384
4558,363,379
4559,351,375
4560,358,379
4561,354,373
4562,351,375
4563,356,380
4564,353,375
4565,354,373
4566,353,381
4567,359,382
4568,355,376
4569,358,383
4570,357,377
4571,355,377
4572,353,375
4573,366,388
4574,365,377
4575,354,379
4576,359,390
4577,388,382
4578,352,375
4579,357,375
4580,354,380
4581,364,385
4582,357,382
4583,356,379
4584,356,376
4585,356,381
4586,361,377
4587,356,377
4588,358,385
4589,358,379
4590,359,379
4591,356,377
4592,357,380
4593,357,381
4594,359,376
4595,357,384
4596,367,383
4597,357,380
4598,358,381
4599,358,380
4600,360,381
4601,360,380
4602,358,385
4603,359,382
4604,360,382
4605,363,380
4606,370,381
4607,362,411
4608,368,391
4609,363,387
4610,369,389
4611,364,383
4612,364,392
4613,366,392
4614,362,383
4615,364,388
4616,372,385
4617,364,395
4618,368,380
4619,363,385
4620,363,382
4621,359,382
4622,359,380
4623,358,382
4624,358,380
4625,361,384
4626,362,380
4627,358,380
4628,360,384
4629,359,382
4630,367,384
4631,361,383
4632,359,380
4633,364,382
4634,359,389
4635,366,385
4636,361,387
4637,362,381
4638,361,384
4639,364,383
4640,366,382
4641,361,385
4642,362,386
4643,362,382
4644,361,382
4645,363,383
4646,362,379
4647,364,387
4648,360,389
4649,365,383
4650,363,384
4651,363,384
4652,362,380
4653,370,391
4654,365,384
4655,367,392
4656,363,385
4657,364,384
4658,367,383
4659,370,409
4660,380,392
4661,366,393
4662,372,397
4663,367,389
4664,375,393
4665,367,385
4666,367,386
4667,371,391
4668,370,387
4669,366,393
4670,363,387
4671,365,390
4672,366,392
4673,374,390
4674,372,391
4675,374,384
4676,364,385
4677,369,387
4678,372,394
4679,378,392
4680,368,387
4681,365,387
4682,367,393
4683,367,387
4684,368,388
4685,364,390
4686,365,388
4687,370,385
4688,364,386
4689,364,391
4690,367,389
4691,369,387
4692,372,394
4693,376,390
4694,379,387
4695,366,389
4696,371,391
4697,368,391
4698,372,388
4699,368,392
4700,374,386
4701,373,390
4702,372,393
4703,378,389
4704,369,390
4705,371,392
4706,367,389
4707,378,401
4708,376,398
4709,372,400
4710,380,399
4711,370,392
4712,370,396
4713,374,394
4714,372,390
4715,375,396
4716,375,396
4717,371,390
4718,370,392
4719,374,394
4720,375,392
4721,370,391
4722,370,392
4723,371,390
4724,371,391
4725,373,398
4726,380,396
4727,378,400
4728,373,396
4729,377,399
4730,374,418
4731,374,394
4732,376,393
4733,374,394
4734,372,393
4735,370,394
4736,375,393
4737,371,390
4738,371,402
4739,375,394
4740,373,390
4741,374,394
4742,375,396
4743,375,395
4744,374,397
4745,373,396
4746,373,396
4747,373,392
4748,373,393
4749,372,392
4750,374,395
4751,372,390
4752,374,394
4753,377,395
4754,373,394
4755,373,395
4756,374,394
4757,374,397
4758,376,398
4759,374,395
4760,374,393
4761,377,396
4762,374,394
4763,374,394
4764,379,394
4765,374,393
4766,378,396
4767,375,394
4768,376,398
4769,377,397
4770,377,398
4771,374,393
4772,378,397
4773,377,394
4774,376,399
4775,377,401
4776,375,396
4777,378,397
4778,377,397
4779,379,395
4780,377,398
4781,377,401
4782,378,397
4783,377,396
4784,376,396
4785,377,398
4786,378,401
4787,377,398
4788,380,401
4789,380,401
4790,379,399
4791,378,400
4792,381,399
4793,377,395
4794,379,401
4795,378,403
4796,380,400
4797,378,400
4798,379,401
4799,377,399
4800,382,402
4801,381,400
4802,380,397
4803,378,399
4804,383,400
4805,382,401
4806,381,405
4807,380,403
4808,384,404
4809,382,401
4810,380,402
4811,380,401
4812,382,400
4813,380,401
4814,386,401
4815,381,401
4816,380,399
4817,379,402
4818,378,399
4819,384,398
4820,381,400
4821,380,401
4822,380,399
4823,380,403
4824,382,407
4825,384,403
4826,386,405
4827,380,403
4828,382,400
4829,384,402
4830,380,404
4831,381,400
4832,384,405
4833,382,405
4834,384,405
4835,383,402
4836,383,401
4837,386,402
4838,386,402
4839,386,403
4840,385,407
4841,387,408
4842,384,411
4843,385,405
4844,389,405
4845,387,408
4846,385,412
4847,386,409
4848,383,407
4849,385,403
4850,395,423
4851,394,417
4852,391,413
4853,393,409
4854,386,407
4855,385,405
4856,389,411
4857,398,408
4858,394,408
4859,386,417
4860,394,409
4861,387,405
4862,388,413
4863,391,409
4864,399,416
4865,392,415
4866,387,408
4867,390,407
4868,389,408
4869,386,410
4870,393,411
4871,390,406
4872,387,408
4873,387,407
4874,388,408
4875,388,411
4876,387,413
4877,393,414
4878,388,408
4879,400,410
4880,395,409
4881,387,419
4882,401,414
4883,390,409
4884,392,415
4885,391,408
4886,390,406
4887,390,413
4888,392,406
4889,395,410
4890,387,416
4891,391,412
4892,389,408
4893,388,414
4894,395,410
4895,392,413
4896,403,416
4897,395,408
4898,393,410
4899,403,429
4900,393,413
4901,393,416
4902,393,414
4903,406,426
4904,401,413
4905,397,416
4906,391,414
4907,390,409
4908,393,413
4909,396,433
4910,405,419
4911,396,416
4912,397,416
4913,396,416
4914,397,415
4915,393,418
4916,394,414
4917,397,418
4918,394,408
4919,393,414
4920,395,413
4921,393,416
4922,393,413
4923,391,414
4924,395,417
4925,399,416
4926,393,417
4927,398,418
4928,393,416
4929,395,417
4930,400,419
4931,392,418
4932,395,415
4933,398,415
4934,394,414
4935,393,413
4936,397,413
4937,408,430
4938,397,419
4939,392,413
4940,398,419
4941,394,416
4942,396,419
4943,398,417
4944,397,418
4945,396,415
4946,395,419
4947,395,418
4948,396,421
4949,394,420
4950,397,418
4951,400,420
4952,397,417
4953,399,418
4954,400,418
4955,400,417
4956,398,418
4957,398,417
4958,400,417
4959,400,424
4960,405,419
4961,400,426
4962,402,424
4963,397,415
4964,399,418
4965,403,417
4966,396,419
4967,399,424
4968,401,419
4969,401,420
4970,401,421
4971,401,418
4972,400,420
4973,402,422
4974,402,424
4975,400,419
4976,398,423
4977,398,419
4978,403,418
4979,406,419
4980,402,421
4981,400,421
4982,399,419
4983,405,424
4984,401,424
4985,406,420
4986,399,424
4987,398,423
4988,401,419
4989,401,424
4990,403,422
4991,399,423
4992,401,423
4993,404,428
4994,402,423
4995,404,427
4996,403,426
4997,401,422
4998,402,426
4999,404,425
5000,402,419
5001,401,419
5002,401,422
5003,405,424
5004,411,429
5005,407,425
5006,404,428
5007,407,428
5008,404,424
5009,408,425
5010,402,424
5011,405,423
5012,405,425
5013,403,424
5014,402,425
5015,402,424
5016,408,434
5017,410,432
5018,409,441
5019,424,441
5020,419,445
5021,415,429
5022,402,429
5023,411,449
5024,414,432
5025,409,433
5026,414,436
5027,411,432
5028,411,422
5029,405,425
5030,404,424
5031,407,433
5032,424,435
5033,407,427
5034,407,429
5035,405,427
5036,409,427
5037,404,428
5038,407,436
5039,411,435
5040,412,430
5041,410,438
5042,410,430
5043,423,429
5044,410,429
5045,414,428
5046,424,434
5047,409,426
5048,408,432
5049,419,441
5050,412,427
5051,407,431
5052,407,429
5053,409,432
5054,410,430
5055,408,429
5056,409,428
5057,408,430
5058,411,434
5059,413,427
5060,412,430
5061,408,433
5062,409,430
5063,408,427
5064,413,431
5065,408,439
5066,409,433
5067,407,431
5068,408,431
5069,407,432
5070,415,431
5071,407,429
5072,409,433
5073,408,426
5074,412,433
5075,408,429
5076,414,433
5077,408,428
5078,411,429
5079,409,433
5080,411,432
5081,416,433
5082,414,434
5083,409,428
5084,409,432
5085,409,430
5086,411,431
5087,410,432
5088,411,430
5089,411,445
5090,418,439
5091,418,441
5092,420,440
5093,415,437
5094,416,440
5095,425,432
5096,411,428
5097,410,430
5098,413,429
5099,416,438
5100,419,435
5101,414,438
5102,418,432
5103,413,430
5104,413,432
5105,412,433
5106,413,433
5107,415,434
5108,417,436
5109,420,435
5110,418,465
5111,416,431
5112,415,436
5113,417,433
5114,418,442
5115,417,435
5116,416,438
5117,419,438
5118,411,434
5119,417,433
5120,419,440
5121,414,441
5122,415,438
5123,418,443
5124,418,436
5125,415,436
5126,417,436
5127,416,435
5128,419,435
5129,415,435
5130,418,438
5131,418,439
5132,417,438
5133,417,440
5134,417,437
5135,418,436
5136,421,438
5137,417,438
5138,426,438
5139,420,436
5140,424,439
5141,422,439
5142,419,442
5143,419,439
5144,423,436
5145,417,443
5146,419,440
5147,420,440
5148,424,444
5149,427,444
5150,422,440
5151,420,438
5152,422,441
5153,420,445
5154,460,454
5155,424,438
5156,424,438
5157,417,443
5158,423,440
5159,424,437
5160,420,441
5161,419,444
5162,425,440
5163,428,454
5164,433,437
5165,427,440
5166,419,437
5167,424,446
5168,432,452
5169,431,447
5170,433,442
5171,420,443
5172,421,444
5173,428,444
5174,435,449
5175,429,439
5176,420,445
5177,426,448
5178,426,452
5179,451,440
5180,425,446
5181,422,444
5182,424,441
5183,420,441
5184,418,442
5185,422,441
5186,424,442
5187,421,443
5188,421,441
5189,426,443
5190,423,445
5191,420,444
5192,425,446
5193,421,452
5194,427,441
5195,425,447
5196,428,452
5197,434,441
5198,426,448
5199,422,443
5200,432,457
5201,431,455
5202,426,441
5203,422,443
5204,427,448
5205,427,445
5206,425,446
5207,427,468
5208,446,456
5209,436,458
5210,439,459
5211,438,462
5212,433,458
5213,430,463
5214,424,448
5215,426,447
5216,435,455
5217,432,443
5218,435,446
5219,424,444
5220,427,445
5221,426,445
5222,426,452
5223,440,457
5224,430,451
5225,426,449
5226,429,449
5227,431,448
5228,433,453
5229,432,452
5230,441,450
5231,423,447
5232,427,447
5233,424,444
5234,426,447
5235,426,448
5236,427,449
5237,424,447
5238,428,447
5239,426,448
5240,428,477
5241,427,446
5242,426,451
5243,428,457
5244,424,445
5245,427,448
5246,430,450
5247,428,447
5248,425,445
5249,426,447
5250,427,449
5251,429,453
5252,426,450
5253,428,449
5254,431,450
5255,430,449
5256,428,448
5257,429,451
5258,430,450
5259,429,450
5260,428,449
5261,428,448
5262,430,453
5263,434,452
5264,430,449
5265,431,455
5266,431,451
5267,431,448
5268,435,453
5269,434,455
5270,432,456
5271,433,454
5272,429,451
5273,426,450
5274,429,452
5275,430,452
5276,430,451
5277,430,450
5278,431,452
5279,430,450
5280,433,454
5281,433,456
5282,433,453
5283,433,450
5284,431,453
5285,432,451
5286,432,451
5287,436,454
5288,432,451
5289,436,452
5290,439,455
5291,431,450
5292,440,451
5293,439,457
5294,432,453
5295,432,451
5296,438,456
5297,430,452
5298,431,450
5299,437,455
5300,434,457
5301,431,456
5302,433,453
5303,432,451
5304,444,454
5305,436,454
5306,434,455
5307,434,452
5308,434,454
5309,434,456
5310,436,459
5311,436,464
5312,435,455
5313,433,455
5314,437,455
5315,435,462
5316,434,456
5317,435,456
5318,435,455
5319,442,460
5320,441,466
5321,434,458
5322,437,457
5323,437,457
5324,440,459
5325,438,459
5326,444,461
5327,436,459
5328,435,458
5329,441,460
5330,439,462
5331,439,461
5332,442,458
5333,436,458
5334,438,464
5335,438,459
5336,436,456
5337,435,460
5338,437,464
5339,438,457
5340,438,458
5341,437,458
5342,439,460
5343,435,458
5344,439,464
5345,438,457
5346,441,458
5347,439,460
5348,439,460
5349,438,458
5350,439,460
5351,438,461
5352,440,457
5353,443,457
5354,442,463
5355,438,461
5356,440,461
5357,440,463
5358,442,459
5359,438,462
5360,441,463
5361,439,464
5362,452,463
5363,439,463
5364,439,464
5365,438,461
5366,442,461
5367,444,464
5368,442,466
5369,439,461
5370,441,465
5371,443,472
5372,442,463
5373,439,463
5374,443,464
5375,444,463
5376,443,464
5377,442,466
5378,447,467
5379,445,467
5380,446,465
5381,444,463
5382,446,470
5383,443,466
5384,444,463
5385,444,471
5386,445,468
5387,443,463
5388,442,461
5389,442,461
5390,445,468
5391,441,465
5392,441,462
5393,443,463
5394,440,463
5395,442,467
5396,441,465
5397,442,463
5398,443,463
5399,446,464
5400,443,469
5401,441,468
5402,444,468
5403,444,461
5404,444,465
5405,446,462
5406,443,469
5407,443,465
5408,446,463
5409,441,463
5410,444,465
5411,443,466
5412,444,464
5413,443,468
5414,447,466
5415,456,467
5416,447,466
5417,446,465
5418,445,469
5419,453,468
5420,445,466
5421,445,466
5422,448,467
5423,449,464
5424,448,468
5425,445,466
5426,445,468
5427,447,470
5428,449,469
5429,449,468
5430,447,466
5431,448,468
5432,447,469
5433,446,467
5434,444,464
5435,449,476
5436,454,468
5437,453,472
5438,457,472
5439,452,472
5440,452,475
5441,454,477
5442,452,473
5443,453,469
5444,454,470
5445,453,474
5446,454,476
5447,450,472
5448,446,469
5449,448,470
5450,450,472
5451,448,473
5452,451,470
5453,449,470
5454,449,470
5455,451,469
5456,450,469
5457,453,470
5458,450,471
5459,450,470
5460,454,472
5461,449,472
5462,451,471
5463,453,472
5464,448,469
5465,449,472
5466,452,471
5467,449,472
5468,453,472
5469,451,471
5470,457,495
5471,469,480
5472,457,472
5473,452,482
5474,454,479
5475,452,476
5476,453,482
5477,453,483
5478,462,482
5479,459,474
5480,458,475
5481,459,480
5482,460,479
5483,457,476
5484,456,476
5485,453,478
5486,456,480
5487,453,477
5488,457,477
5489,453,474
5490,452,475
5491,454,479
5492,457,477
5493,454,478
5494,456,476
5495,459,478
5496,456,479
5497,460,478
5498,455,481
5499,455,474
5500,455,480
5501,453,478
5502,457,479
5503,458,478
5504,459,477
5505,457,475
5506,455,474
5507,459,478
5508,456,477
5509,456,479
5510,459,479
5511,456,479
5512,461,476
5513,456,477
5514,458,478
5515,460,478
5516,456,478
5517,458,477
5518,459,479
5519,457,479
5520,458,481
5521,460,484
5522,461,483
5523,459,480
5524,459,483
5525,460,482
5526,464,479
5527,458,480
5528,460,481
5529,466,481
5530,461,483
5531,465,487
5532,458,483
5533,460,481
5534,462,485
5535,457,480
5536,460,486
5537,463,488
5538,460,482
5539,458,483
5540,465,480
5541,471,484
5542,467,480
5543,457,478
5544,459,482
5545,457,482
5546,462,478
5547,462,477
5548,459,481
5549,466,484
5550,463,486
5551,461,486
5552,461,483
5553,463,483
5554,459,477
5555,456,483
5556,460,481
5557,463,483
5558,470,481
5559,460,480
5560,466,486
5561,470,487
5562,465,488
5563,464,488
5564,464,487
5565,462,484
5566,464,482
5567,459,487
5568,463,484
5569,464,482
5570,463,484
5571,465,491
5572,471,484
5573,467,488
5574,463,485
5575,464,485
5576,464,485
5577,464,486
5578,463,489
5579,463,486
5580,464,490
5581,466,489
5582,466,486
5583,465,486
5584,463,482
5585,468,491
5586,468,484
5587,464,483
5588,463,484
5589,465,485
5590,467,490
5591,466,491
5592,466,487
5593,464,486
5594,464,489
5595,466,489
5596,470,493
5597,465,487
5598,469,488
5599,466,489
5600,466,490
5601,466,489
5602,471,493
5603,466,488
5604,471,490
5605,468,489
5606,469,491
5607,465,489
5608,476,488
5609,465,483
5610,465,492
5611,468,494
5612,466,488
5613,471,489
5614,471,488
5615,465,486
5616,467,488
5617,467,488
5618,465,488
5619,467,489
5620,468,486
5621,468,489
5622,467,492
5623,468,486
5624,465,493
5625,464,486
5626,465,489
5627,466,490
5628,471,489
5629,469,491
5630,473,492
5631,470,490
5632,467,491
5633,474,490
5634,470,489
5635,467,492
5636,468,495
5637,469,492
5638,468,488
5639,472,488
5640,471,494
5641,468,492
5642,466,488
5643,467,487
5644,470,492
5645,475,496
5646,471,494
5647,474,493
5648,471,490
5649,472,491
5650,474,495
5651,478,499
5652,477,494
5653,478,496
5654,474,493
5655,476,494
5656,474,498
5657,475,493
5658,475,496
5659,474,495
5660,476,499
5661,477,498
5662,475,500
5663,471,493
5664,472,493
5665,471,495
5666,475,495
5667,479,502
5668,482,502
5669,480,501
5670,479,498
5671,473,501
5672,482,496
5673,481,514
5674,479,494
5675,485,510
5676,480,496
5677,475,494
5678,472,496
5679,475,497
5680,479,500
5681,480,501
5682,479,499
5683,477,498
5684,477,497
5685,478,507
5686,480,501
5687,516,517
5688,498,530
5689,491,536
5690,524,532
5691,513,532
5692,512,536
5693,512,530
5694,510,533
5695,511,537
5696,524,607
5697,517,519
5698,489,501
5699,462,551
5700,474,498
5701,484,497
5702,467,493
5703,466,488
5704,471,490
5705,474,492
5706,477,494
5707,471,495
5708,475,503
5709,464,489
5710,506,507
5711,497,531
5712,494,515
5713,516,515
5714,490,533
5715,506,525
5716,497,508
5717,490,518
5718,514,517
5719,478,500
5720,474,507
5721,487,501
5722,485,496
5723,491,498
5724,475,495
5725,473,488
5726,472,492
5727,471,496
5728,472,495
5729,471,492
5730,481,509
5731,486,503
5732,481,510
5733,484,498
5734,476,494
5735,472,499
5736,472,505
5737,478,497
5738,476,502
5739,479,501
5740,471,495
5741,470,497
5742,471,493
5743,471,520
5744,538,526
5745,480,498
5746,480,506
5747,480,603
5748,571,595
5749,479,498
5750,517,513
5751,483,489
5752,485,490
5753,486,524
5754,520,532
5755,560,568
5756,474,510
5757,483,515
5758,497,516
5759,493,530
5760,526,518
5761,518,526
5762,499,510
5763,526,511
5764,490,523
5765,496,498
5766,472,499
5767,469,491
5768,468,495
5769,476,493
5770,468,494
5771,471,492
5772,470,491
5773,471,500
5774,480,508
5775,477,503
5776,481,503
5777,482,515
5778,488,505
5779,483,505
5780,486,505
5781,493,505
5782,489,512
5783,478,504
5784,482,505
5785,478,503
5786,483,509
5787,485,507
5788,481,507
5789,479,506
5790,489,530
5791,486,508
5792,482,507
5793,482,508
5794,480,506
5795,500,499
5796,474,497
5797,493,512
5798,483,504
5799,482,505
5800,483,509
5801,497,515
5802,489,507
5803,483,507
5804,482,508
5805,487,511
5806,486,506
5807,487,511
5808,483,507
5809,483,517
5810,475,500
5811,475,497
5812,474,494
5813,477,494
5814,476,500
5815,473,497
5816,474,497
5817,474,503
5818,474,498
5819,474,502
5820,474,505
5821,476,502
5822,476,497
5823,479,507
5824,476,496
5825,473,495
5826,473,496
5827,474,494
5828,480,500
5829,475,497
5830,477,496
5831,476,501
5832,476,504
5833,475,498
5834,476,497
5835,483,499
5836,475,499
5837,475,497
5838,474,499
5839,477,498
5840,475,502
5841,477,505
5842,477,500
5843,477,499
5844,475,498
5845,474,502
5846,475,499
5847,478,500
5848,480,500
5849,482,503
5850,491,502
5851,477,500
5852,478,500
5853,478,498
5854,478,507
5855,479,503
5856,478,500
5857,478,505
5858,482,502
5859,478,502
5860,479,501
5861,479,590
5862,524,535
5863,492,509
5864,485,508
5865,482,530
5866,539,540
5867,495,511
5868,489,516
5869,490,519
5870,496,513
5871,476,517
5872,485,501
5873,476,500
5874,497,517
5875,487,505
5876,483,506
5877,484,520
5878,499,514
5879,483,503
5880,481,511
5881,490,503
5882,480,506
5883,480,500
5884,482,501
5885,494,520
5886,480,508
5887,491,507
5888,481,503
5889,490,513
5890,482,504
5891,480,505
5892,487,500
5893,482,500
5894,485,500
5895,481,504
5896,501,527
5897,481,509
5898,481,512
5899,491,507
5900,483,517
5901,502,507
5902,482,511
5903,482,506
5904,486,517
5905,492,503
5906,483,507
5907,481,504
5908,481,503
5909,490,521
5910,527,509
5911,489,518
5912,486,506
5913,482,506
5914,481,503
5915,483,506
5916,482,507
5917,482,508
5918,483,510
5919,481,507
5920,482,508
5921,484,508
5922,484,506
5923,484,511
5924,488,513
5925,488,508
5926,490,509
5927,489,516
5928,508,523
5929,490,521
5930,496,526
5931,494,531
5932,492,520
5933,495,521
5934,496,522
5935,505,527
5936,504,534
5937,504,526
5938,506,525
5939,506,570
5940,499,540
5941,494,513
5942,487,517
5943,495,516
5944,491,515
5945,491,511
5946,485,507
5947,491,517
5948,490,516
5949,496,511
5950,495,516
5951,495,521
5952,494,519
5953,496,516
5954,491,516
5955,486,507
5956,487,506
5957,487,516
5958,490,512
5959,489,514
5960,490,513
5961,492,527
5962,500,522
5963,500,531
5964,498,530
5965,512,523
5966,490,512
5967,489,518
5968,491,519
5969,488,513
5970,493,512
5971,491,512
5972,498,519
5973,490,512
5974,495,516
5975,496,521
5976,497,512
5977,489,523
5978,492,519
5979,499,529
5980,502,525
5981,502,525
5982,504,526
5983,498,518
5984,490,514
5985,491,513
5986,495,518
5987,497,518
5988,493,513
5989,489,516
5990,491,521
5991,493,517
5992,496,522
5993,496,516
5994,494,520
5995,494,524
5996,499,522
5997,497,521
5998,493,521
5999,491,518
6000,503,555
6001,508,525
6002,492,516
6003,493,518
6004,501,527
6005,506,521
6006,504,528
6007,516,519
6008,494,521
6009,496,524
6010,500,528
6011,508,521
6012,495,519
6013,496,527
6014,503,523
6015,499,534
6016,497,519
6017,503,534
6018,499,517
6019,495,517
6020,501,530
6021,493,522
6022,496,526
6023,500,517
6024,504,527
6025,504,523
6026,493,523
6027,503,516
6028,496,515
6029,503,523
6030,495,527
6031,504,522
6032,493,521
6033,494,521
6034,503,524
6035,496,531
6036,505,517
6037,493,526
6038,505,520
6039,496,533
6040,511,528
6041,495,523
6042,495,521
6043,509,526
6044,495,519
6045,499,532
6046,505,521
6047,506,533
6048,496,519
6049,496,519
6050,498,525
6051,512,531
6052,498,519
6053,509,537
6054,519,526
6055,512,520
6056,501,520
6057,501,522
6058,506,531
6059,494,529
6060,505,523
6061,504,533
6062,502,525
6063,495,519
6064,496,521
6065,500,519
6066,500,520
6067,497,522
6068,515,533
6069,499,530
6070,509,525
6071,499,522
6072,503,523
6073,506,534
6074,499,531
6075,508,531
6076,500,528
6077,508,530
6078,500,525
6079,499,522
6080,498,537
6081,517,533
6082,502,524
6083,501,532
6084,512,539
6085,505,520
6086,513,536
6087,504,527
6088,501,527
6089,502,524
6090,504,527
6091,507,548
6092,513,530
6093,502,534
6094,507,530
